Date,User,Number of likes,Tweeted from,Tweets
2022-10-31 11:33:42+00:00,GrahamBrechin,0,Twitter Web App,Rishi Sunak Owned By NHS Patient Over Nurses' Pay! https://t.co/2W5IVFkoKZ via @YouTube
2022-10-31 11:33:39+00:00,deepthinker8899,0,Twitter for iPhone,@RoderickSpode3 @RishiSunak You think labour would do any better ?
2022-10-31 11:33:38+00:00,SamMaayan,1,Twitter for Android,@RishiSunak @PoppyLegion Every single other person in the UK could give £1 and it would be a substantially smaller donation than your tax dodging wife giving 1% of her wealth
2022-10-31 11:33:38+00:00,akcrisp,1,Twitter for iPhone,@drewsparkley @kitchentowel @andrealeadsom @michaelgove @RishiSunak Not when hs2 is destroying areas of natural beauty and sites of scientific / natural interest
2022-10-31 11:33:35+00:00,ArnishTurn,0,Twitter Web App,@RishiSunak @PoppyLegion you have  no mandate https://t.co/cf5gWryubv
2022-10-31 11:33:35+00:00,natalia_neme,0,Twitter for iPhone,@andypcraig @selene33050136 @gllnkk @RishiSunak @LulaOficial I hope you know how to read a graph. But by the level of your arguments I would say you don’t https://t.co/mW27Mk0T6e
2022-10-31 11:33:30+00:00,no_overall,0,Twitter for iPhone,"@iainmartin1 Rishi leading by example, Greta following suit."
2022-10-31 11:33:28+00:00,kck1965,0,Twitter for iPhone,"Tory MP piles pressure on Suella Braverman over 'wholly unacceptable' conditions at Manston immigration centre - inews

⁦@RishiSunak⁩ ⁦@SuellaBraverman⁩ In any other job, gross incompetence and you’re sacked, what make the Tories so different. https://t.co/vfij98HgNt"
2022-10-31 11:33:28+00:00,Owlbeard,1,Twitter Web App,"I just signed @MakePolluterPay's petition calling for @RishiSunak to declare UK support for an international loss and damage fund. Will you? 

Polluters must #Pay4LossAndDamage

Sign here: https://t.co/DLIe9jlf9v"
2022-10-31 11:33:24+00:00,JasonNichollsCJ,0,Twitter for iPhone,@RishiSunak @PoppyLegion Ahhhhh… your dog is beautiful 🤩
2022-10-31 11:33:20+00:00,Marji264,2,Twitter for iPad,"DAY 213 of ALAA'S HUNGER STRIKE 
If you think Alaa will be forgotten in the excitement &amp; clamour of #COP27 - think again!
#SaveAlaa
#FreeAlaa
@JamesCleverly
@RishiSunak
@FCDOGovUK 
@UNFCCC https://t.co/Z1de6ukyzf"
2022-10-31 11:33:20+00:00,NeilCasson,1,Twitter for iPhone,"@rodbishop15 @SuellaBraverman @RishiSunak @Conservatives @10DowningStreet @DominicRaab If the government can’t control our borders and prevent them coming, when will they say enough is enough. The drain on our NHS, GP’s, schools, and local authorities, not to mention the Treasury is unsustainable. Under a Labour government it will be even worse 🤷‍♂️"
2022-10-31 11:33:17+00:00,trouteyes,10,Twitter for Android,Get yourself to that Climate Summit  Rishi - your behaviour is not good! https://t.co/UO52N3RTAt
2022-10-31 11:33:15+00:00,bidenator1776,0,Twitter Web App,@RishiSunak @LulaOficial IMMIGRATION IMMIGRATION IMMIGRATION PLS!!!!!!GET IT SORTED
2022-10-31 11:33:14+00:00,Jackste70396138,0,Twitter Web App,@AlStewartOBE @RishiSunak Nothing because big guns all ignore the protocols
2022-10-31 11:33:11+00:00,monji__313,0,Twitter for Android,@denis_rishi بسم الله #لبیک_یابن_حیدر
2022-10-31 11:33:10+00:00,DanTheRocheMan,0,Twitter for Android,@RishiSunak @10DowningStreet https://t.co/jKKgGrwqs2
2022-10-31 11:33:10+00:00,Sky1946o,2,Twitter for Android,@Robt_O @RishiSunak @ukhomeoffice Yep until they are forced too
2022-10-31 11:33:09+00:00,Carole46647126,0,Twitter for iPhone,Look at this @RishiSunak  @SuellaBraverman If you don’t listen to the electorate you will be toast. People have had enough. https://t.co/t2gNC1h5u3
2022-10-31 11:33:06+00:00,DavidLance3,1,Twitter for iPhone,"I just signed @MakePolluterPay's petition calling for @RishiSunak to declare UK support for an international loss and damage fund. Will you? 

Polluters must #Pay4LossAndDamage

Sign here: https://t.co/0jxKBJKMIe"
2022-10-31 11:33:06+00:00,HowtosaveitUK,0,Twitter Web App,"Our thoughts on whether Rishi was right to re-instate the fracking ban.

https://t.co/rbtbBiqz7P"
2022-10-31 11:33:05+00:00,brunacorpse,0,Twitter for Android,@RishiSunak @LulaOficial ♥️♥️♥️
2022-10-31 11:33:02+00:00,LuvScotlandtoo,0,Twitter for Android,Rishi Sunak becoming PM shows Britons from every background can aim for top jobs https://t.co/WZ7exR26yk
2022-10-31 11:33:01+00:00,Gaviidae_UK,0,Twitter for Android,"@RishiSunak 
This is what people are facing this year. This is what you need to fix. https://t.co/uLzHtMSld6"
2022-10-31 11:33:01+00:00,PatriciaAngus4,0,Twitter for Android,@Nigel_Farage @SuellaBraverman @RishiSunak why aren't you calling a cobra meeting ????
2022-10-31 11:32:59+00:00,hammers43000966,0,Twitter for Android,@RishiSunak @PoppyLegion Well if the case Rishi do you job and look after the homeless vets on street over immigrants
2022-10-31 11:32:59+00:00,HomelessVets24,0,Twitter Web App,"@RishiSunak @10DowningStreet @LulaOficial ""Election being the Key word""  ...."
2022-10-31 11:32:55+00:00,Marek_2011,0,Twitter Web App,"@RishiSunak @DehennaDavison @PoppyLegion It's not our servicemen's fault they have to support that senile old pervert in the White House with his proxy-war against Russia, wrecking all of Europe's economies, is it? https://t.co/GTqEWM7MY7"
2022-10-31 11:32:54+00:00,Spektralsteinen,0,Twitter Web App,"@RishiSunak @LulaOficial Rigged. How do we know? Because Biden specifically mentioned how ""free and fair"" the election was."
2022-10-31 11:32:53+00:00,SebWrites,0,Twitter Web App,"This is a very poor start @RishiSunak... and what ""hypocrisy"" to congratulate #Lula's win in #Brazil, and say you will work with him on preserving the #environment and #democracy, but then refuse to attend #COp27!

https://t.co/C9jUpzAeaX"
2022-10-31 11:32:50+00:00,JessWhitecroft,1,Twitter for Android,"@RishiSunak @PoppyLegion ""Listen, I realise I am only a dog, but if you're going to put this on social media can you NOT play Gary Glitter over it, please? I really don't want to be associated with that kind of thing."""
2022-10-31 11:32:49+00:00,enlightened_aj,0,Twitter Web App,"Britain Has Fallen: With Rishi Sunak, the WEF’s ‘Coup’ Is Complete https://t.co/7TlGZIzIGK via @Prepare For Change"
2022-10-31 11:32:48+00:00,SimGahir,1,Twitter for Android,@RishiSunak @LulaOficial Pillock
2022-10-31 11:32:47+00:00,ForgePress,2,Twitter Web App,"What do you think of Rishi Sunak?

Rishi became the third Prime Minister in as many months last week, after Liz Truss became the shortest serving PM in history.

We asked #students at the University of Sheffield what they thought of him.

#Sheffield https://t.co/xeWzoDO2Ny"
2022-10-31 11:32:39+00:00,S17Vishwakarma,0,Twitter for Android,"@RishiSunak Congratulations 💐sir for having a prestigious place at UK and we always 
Respected for you and yours social works. #indians"
2022-10-31 11:32:39+00:00,WYeates,0,Buffer,"Rishi Sunak ‘may go to Cop27’ as Boris Johnson considers attending

https://t.co/o7abiTwBi4"
2022-10-31 11:32:37+00:00,Leeb3B,0,Twitter for Android,"@MarinaPurkiss Rishi's screwing this up. Braverman and now this clown put in jobs they are unfit for.  Tories had a minor bump in the relief of getting rid of Truss, but the mask is slipping and the monster is being revealed again."
2022-10-31 11:32:34+00:00,Mellowmelo2Melo,0,Twitter Web App,"@potters30 The Fight For The Tory 
Oligarch 
Rishi Donkey Sunak https://t.co/ZM2VlHWWS9"
2022-10-31 11:32:31+00:00,DaiBevan1,0,Twitter for iPad,@AlStewartOBE @RishiSunak And to think you used to be a journalist. Incredible lack of knowledge.
2022-10-31 11:32:29+00:00,peteringc,0,Twitter for iPhone,@NorwichChloe @RishiSunak #ToryCorruption #GeneralElectionsNow Time for the public to have their say https://t.co/v1icUSHGPL
2022-10-31 11:32:29+00:00,johniebnose,0,Twitter Web App,"@RishiSunak you need to a grip on this and get a grip fast.
If this continues, it will be the death of the Tory party. https://t.co/3Z66qVjDQi"
2022-10-31 11:32:27+00:00,scamdemicscam,0,Twitter for iPhone,@Clasc_Ch @RishiSunak @PoppyLegion 🤮
2022-10-31 11:32:27+00:00,payback4thewin,1,Twitter for iPhone,Tick tock @RishiSunak @Conservatives @SuellaBraverman https://t.co/xzE1ToEVRz
2022-10-31 11:32:26+00:00,J_i_m_s_t_e_r,0,Twitter for Android,"@DebateHazel @timecooke @stuglow Everything sold off to overseas investors, rail services etc.  Soon to be NHS.  Rishi will make sure Infosys (India) are well looked-after.  All the profits are leaving the UK.  We need to Nationalise and tax the megacorps like we get taxed, no sweetheart deals like Osborne did."
2022-10-31 11:32:25+00:00,GeorgeH46996952,0,Twitter for iPhone,@RishiSunak @PoppyLegion Personally selected those people to stand next to you so you don’t look short?
2022-10-31 11:32:21+00:00,fandango_pablo,0,Twitter for Android,@RishiSunak @LulaOficial Yer talking shite again wee baws. #TorySewageParty #ToryCriminals #ToryCorruption
2022-10-31 11:32:20+00:00,ali4bs,1,Twitter for iPhone,"Wealth taxes, and windfall taxes would close the gap. Banks, oil, energy, big tech &amp; internet retail can all close the gap and reduce cuts by 90%. It’s a @RishiSunak choice to go austerity route. Because it would cost his family nothing!! https://t.co/wVt7Hm6h2x"
2022-10-31 11:32:17+00:00,PublicHealthCns,0,Twitter for iPhone,UK is a key enabler of global debt and therefore consequent poor health in African countries. This could be changed by an improvement in polices. @RishiSunak - please sort it out. https://t.co/cKUEYw574q
2022-10-31 11:32:16+00:00,mimi_soapbox,0,Twitter Web App,@ArchRose90 Why can't the security and the police do the same? Why are they never dealing with simple things or prevent them? @SuellaBraverman @RishiSunak - two main thing to sort - illegal immigration and this nonsense of eco terrorists. You can get a grip on that just like this person has.
2022-10-31 11:32:13+00:00,AnnieHa84287278,0,Twitter Web App,@sgrmuk @RishiSunak @Conservatives @10DowningStreet Well we known he is a proven liar; roll on election; now Boris is going to COPS he can find time!!! Still scared Boris will get the attention; truly a spoiled child
2022-10-31 11:32:11+00:00,PennyRekt,0,Twitter Web App,@RishiSunak @PoppyLegion What a cretin
2022-10-31 11:32:09+00:00,Robt_O,3,Twitter Web App,"@Sky1946o @RishiSunak @ukhomeoffice Sadly, I think you are right. Frustration, resentment, anger at concerns being ignored and perceived unequal application of the laws. It will only require a spark and the authorities know this and will do everything to suppress it but appear unwilling to address the concerns."
2022-10-31 11:32:06+00:00,etherkay,0,Twitter for iPhone,"@RishiSunak @LulaOficial Well as he has just ousted a fascist regime, can’t think he will have much to do with you….."
2022-10-31 11:32:04+00:00,EnigmaticoMusic,0,Twitter for Android,@RishiSunak @LulaOficial Another WEF STOOGE. JUST LIKE RASHEED SANUUUK🤡🌏🤡🌏💥
2022-10-31 11:32:01+00:00,RenataC27720956,0,Twitter for iPhone,@gllnkk @RishiSunak @LulaOficial 😂😂😂😂😂😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😂🤣🤣🤣🤣🤣😂😂🤡🤡🤡🤡🤡🤮🤮🤮
2022-10-31 11:31:59+00:00,akcrisp,0,Twitter for iPhone,@drewsparkley @kitchentowel @andrealeadsom @michaelgove @RishiSunak You do not need to spend 70 billion for freight services - and your 70 billion isn’t getting you anything other than a single rail line so why even bring up tube / metro etc
2022-10-31 11:31:58+00:00,matth1983,0,Twitter Web App,@rodbishop15 @SuellaBraverman @RishiSunak @Conservatives @10DowningStreet @DominicRaab What's your suggestion Rod? I don't think there's an easy answer.
2022-10-31 11:31:56+00:00,skippy22_1,0,Twitter for Android,"@magee_win @StanVoWales @SuellaBraverman @RishiSunak Think...

Dwarf playing with fireworks"
2022-10-31 11:31:55+00:00,world_News_qm,0,WordPress.com,Rishi may reverse course https://t.co/13eZTypl0U
2022-10-31 11:31:53+00:00,AEemus,0,Twitter Web App,"@nowtvman @Justice_forum @RishiSunak Oh they understand, they just don't care. They are not in power to serve the english people, they are there to serve the globalists who put them there."
2022-10-31 11:31:51+00:00,mjhall0854,0,Twitter for Android,@AlStewartOBE @RishiSunak He would give the left an excuse to complain that he left the country 'in the middle of a crisis'.
2022-10-31 11:31:49+00:00,chasinglamely,0,Twitter for Android,"@RishiSunak @LulaOficial Democratic values include holding elections, and we all know you're so terrified of losing one that we'll never have another in this country."
2022-10-31 11:31:47+00:00,Baasha666,0,Twitter Web App,@abdulrahim7i2 @RishiSunak @PoppyLegion Give him a chance.
2022-10-31 11:31:46+00:00,scamdemicscam,0,Twitter for iPhone,@RishiSunak @PoppyLegion Stop the crossing’s
2022-10-31 11:31:45+00:00,john_mack1974,1,Twitter for iPhone,"Complete joke .  The #DUP need to get back to work this week .  We are possibly getting discriminated against by the @beisgovuk and @RishiSunak .  We need money and a working executive .  Not an election .  I give up .  Had it , done and beat https://t.co/ksVSvPh6cz"
2022-10-31 11:31:45+00:00,joshisuresh285,1,Twitter for Android,"आमचा #भारत /जम्बूद्विप१विशाल राष्ट्र.भलेही देशांतर्गत बाबतीत विविध जाती,धर्म,पंथ असल्याने एकमेकांत कुरबुरी पण अखिल विश्वात विविधतेतून एकतेसाठी एकमेव विशाल राष्ट्र.तत्संदर्भीय हि बातमी.सांप्रत @PMOIndia मा. @narendramodi ji या भरतभू ला१नंबर करण्या प्रयत्नशील #म #मराठी @RishiSunak https://t.co/1rzpgQFGCs"
2022-10-31 11:31:45+00:00,Andy_sMyName,0,Twitter for iPad,@Milkman1878Mal @RishiSunak @SuellaBraverman is the radicaliser of white racism
2022-10-31 11:31:45+00:00,WhitworthConor,0,Twitter Web App,"@Fox_Claire @RishiSunak Key UN report. Urgent and collective action needed.
The World is close to irreversible climate breakdown.

'Obsessive moans' - Claire Fox."
2022-10-31 11:31:42+00:00,GuyBrasil,0,Twitter for iPhone,@RishiSunak @LulaOficial #LulaPresidente 👏👏👏
2022-10-31 11:31:40+00:00,CyrusPeroz,0,Twitter Web App,"@AndyBurnhamGM @Jeremy_Hunt I'm sure Keir Starmer, Andy Burnham &amp; New Labour want Tory PM Rishi Sunak &amp; Jeremy Hunt to levy:

- Windfall taxes on mega corporations &amp;
- Wealth taxes on billionaires &amp; multi-millionaires
(not cash-poor but asset-rich pensioners &amp; homeowners)

Right???

https://t.co/1MbMfV66YH"
2022-10-31 11:31:37+00:00,Craig4Patriots,0,Twitter Web App,@RishiSunak @LulaOficial Stop the ILLEGAL channel migrants.
2022-10-31 11:31:36+00:00,LGalloway77,1,Twitter for iPhone,"@LincsLimpet @laraff150 @RishiSunak #ToriesOut116 
#GeneralElectionNow
#ToriesCostLives 
#SuellaBravermanOut"
2022-10-31 11:31:36+00:00,junglijalebi,0,Twitter for Android,@rishibagree Rishi abhi time theek nahi K ko criticise karney kaa. Paasa ultaa padega 😁
2022-10-31 11:31:32+00:00,NotoriousIC4,0,Twitter Web App,@wrk04 @RishiSunak @PoppyLegion are you still buying trousers just in case you get taller?
2022-10-31 11:31:31+00:00,gill_hambling,0,Twitter for iPhone,The Observer view on Rishi Sunak’s shameful decision not to attend Cop27 | Cop27 | The Guardian https://t.co/0twWAgRpxw
2022-10-31 11:31:30+00:00,Naturelover9908,0,Twitter Web App,@NixJPayne @RishiSunak @PoppyLegion There's no strikes affecting those dates. Are the royal British legion still heavily linked to arms dealers and getting money from them?
